probeID	symbol	description	accession	ensg	unigene
15641	SOX10	SRY (sex determining region Y)-box 10	NM_006941	ENSG00000100146	Hs.376984
15642	ARSG	Arylsulfatase G	NM_014960	ENSG00000141337	Hs.437249
15643		Transcribed locus	AI913583		Hs.713753
15644	SOX15	SRY (sex determining region Y)-box 15	NM_006942	ENSG00000129194	Hs.95582
15645	RUFY3	RUN and FYVE domain containing 3	NM_014961	ENSG00000018189	Hs.713172
15646	BTBD3	BTB (POZ) domain containing 3	NM_014962	ENSG00000132640	Hs.709366
15647	SOX12	SRY (sex determining region Y)-box 12	NM_006943	ENSG00000177732	Hs.43627
15648	SPP2	"Secreted phosphoprotein 2, 24kDa"	NM_006944	ENSG00000072080	Hs.444488
15649	SBNO2	Strawberry notch homolog 2 (Drosophila)	NM_014963	ENSG00000064932	Hs.408708
15650	EPN2	Epsin 2	NM_014964	ENSG00000072134|ENSG00000072134	Hs.715517
15651	SPRR2D	Small proline-rich protein 2D	NM_006945	ENSG00000163216	Hs.505327
15652		"CDNA FLJ11161 fis, clone PLACE1007021"	AK002023	NA	Hs.368518
15653	TRAK1	"Trafficking protein, kinesin binding 1"	NM_014965	ENSG00000182606	Hs.535711
15654	SPTBN2	"Spectrin, beta, non-erythrocytic 2"	NM_006946	ENSG00000173898	Hs.26915
15655	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	NM_014966	ENSG00000132153	Hs.517948
15656	SRP72	Signal recognition particle 72kDa	NM_006947	ENSG00000174780	Hs.237825
15657	GPX7	Glutathione peroxidase 7	NM_015696	ENSG00000116157	Hs.43728
15658	C3orf59	Chromosome 3 open reading frame 59	AK002025	ENSG00000180611	Hs.151443
15659	MTMR15	Myotubularin related protein 15	NM_014967	ENSG00000198690	Hs.584863
15660	HSPA13	"Heat shock protein 70kDa family, member 13"	NM_006948	ENSG00000155304	Hs.352341
15661	ZDHHC24	"Zinc finger, DHHC-type containing 24"	AI624274	ENSG00000174165	Hs.659933
15662			NM_014968		Data not found
15663	STXBP2	Syntaxin binding protein 2	NM_006949	ENSG00000076944	Hs.515104
15664	COQ2	"Coenzyme Q2 homolog, prenyltransferase (yeast)"	NM_015697	ENSG00000173085|ENSG00000173085	Hs.144304
15665	GPKOW	G patch domain and KOW motifs	NM_015698	ENSG00000068394	Hs.503666
15666			AA522539		Data not found
15667	WDR47	WD repeat domain 47	NM_014969	ENSG00000085433	Hs.654760
15668			NM_015699		Data not found
15669		"CDNA FLJ11166 fis, clone PLACE1007242"	AK002028	NA	Hs.568230
15670	TNK2	"Tyrosine kinase, non-receptor, 2"	AI341985		Hs.518513
15671	SLC38A1	"Solute carrier family 38, member 1"	AA425374		Hs.694701
15672	CCDC7	Coiled-coil domain containing 7	AA416799	ENSG00000216937	Hs.585464
15673	CRYGS	"Crystallin, gamma S"	AI078455		Hs.376209
15674		"Similar to pleckstrin homology domain containing, family M (with RUN domain) member 1; adapter protein 162, mRNA (cDNA clone IMAGE:5179991)"	AA524743	NA	Hs.716592
15675	FBXO39	F-box protein 39	AI125619	ENSG00000177294	Hs.368364
15676	E2F2	E2F transcription factor 2	AW137640	ENSG00000007968|ENSG00000007968	Hs.194333
15677		"CDNA FLJ12220 fis, clone MAMMA1001082"	T90222	NA	Hs.687887
15678	C4A	Complement component 4A (Rodgers blood group)	K02403	ENSG00000204319	Hs.534847
15679	SYN1	Synapsin I	NM_006950	ENSG00000008056	Hs.225936
15680	TAF5	"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa"	NM_006951	ENSG00000148835	Hs.96103
15681	KIFAP3	Kinesin-associated protein 3	NM_014970	ENSG00000075945	Hs.433442
15682	UPK1B	Uroplakin 1B	NM_006952	ENSG00000114638	Hs.271580
15683	UPK3A	Uroplakin 3A	NM_006953	ENSG00000100373	Hs.632787
15684			AK002032		Data not found
15685		Transcribed locus	AI025041		Hs.661565
15686	GRHL2	Grainyhead-like 2 (Drosophila)	AK002034	ENSG00000083307|ENSG00000083307	Hs.661088
15687	ACIN1	Apoptotic chromatin condensation inducer 1	NM_014977	ENSG00000100813	Hs.124490
15688	FLJ42875	Hypothetical LOC440556	AI928194		Hs.531041
15689	AMDHD1	Amidohydrolase domain containing 1	AI935473	ENSG00000139344	Hs.424907
15690		"CDNA FLJ11174 fis, clone PLACE1007367"	AK002036	NA	Hs.594432
15691	RAB35	"RAB35, member RAS oncogene family"	AK001309	ENSG00000111737|ENSG00000111737	Hs.524788
15692	MRVI1	Murine retrovirus integration site 1 homolog	AK002039	ENSG00000072952	Hs.501898
15693	IKBKB	"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"	AF080158	ENSG00000104365	Hs.597664
15694		Transcribed locus	AI742927		Hs.665900
15695	FAM159B	"Family with sequence similarity 159, member B"	AI823659	ENSG00000145642	Hs.591776
15696		Transcribed locus	AW292898		Hs.703490
15697	ZNF22	Zinc finger protein 22 (KOX 15)	NM_006963		Hs.462693
15698		"CDNA FLJ11179 fis, clone PLACE1007450"	AK002041	NA	Hs.58834
15699		Transcribed locus	AA860398		Hs.569748
15700	ZNF24	Zinc finger protein 24	NM_006965		Hs.514802
15701	SLC39A3	"Solute carrier family 39 (zinc transporter), member 3"	AK002044	ENSG00000141873	Hs.515046
15702			AI623175		Data not found
15703	TRIB1	Tribbles homolog 1 (Drosophila)	AK001319	ENSG00000173334|ENSG00000173334	Hs.444947
15704	ZFYVE19	"Zinc finger, FYVE domain containing 19"	AW015263	ENSG00000166140	Hs.121676
15705	PCDHGC3	"Protocadherin gamma subfamily C, 3"	AF152338		Hs.368160
15706	C16orf57	Chromosome 16 open reading frame 57	AI074863		Hs.588873
15707		Transcribed locus	AI446524		Hs.605177
15708		Transcribed locus	AI340229		Hs.656141
15709	AGPAT5	"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)"	AA780767	ENSG00000155189|ENSG00000155189|ENSG00000155189	Hs.624002
15710			H55978		Data not found
15711	PCDHGC3	"Protocadherin gamma subfamily C, 3"	AF152339		Hs.368160
15712	MGC16121	Hypothetical protein MGC16121	AI694279	NA|NA	Hs.416379
15713		Transcribed locus	AW009861		Hs.503584
15714	DOCK6	Dedicator of cytokinesis 6	AI198543	ENSG00000130158	Hs.591002
15715	FHL5	Four and a half LIM domains 5	AA815365	ENSG00000112214|ENSG00000112214	Hs.632608
15716	RNF20	Ring finger protein 20	AK002051	ENSG00000155827	Hs.656088
15717	BMF	Bcl2 modifying factor	AW204740	ENSG00000104081	Hs.591104
15718	ZBTB25	Zinc finger and BTB domain containing 25	NM_006977	ENSG00000089775	Hs.654571
15719	C9orf57	Chromosome 9 open reading frame 57	AW274388	ENSG00000204669	Hs.371235
15720		Transcribed locus	AI826437		Hs.607096
15721	COBLL1	COBL-like 1	AK002054		Hs.470457
15722	RNF113A	Ring finger protein 113A	NM_006978	ENSG00000125352	Hs.458365
15723	VSTM1	V-set and transmembrane domain containing 1	AW026120	ENSG00000189068	Hs.444431
15724		Transcribed locus	AI281932		Hs.556090
15725	IQCF2	IQ motif containing F2	AI339366	ENSG00000184345	Hs.412294
15726			AK001327		Data not found
15727	SLC39A7	"Solute carrier family 39 (zinc transporter), member 7"	NM_006979	ENSG00000206288|ENSG00000112473|ENSG00000206217	Hs.631995
15728	RAB21	"RAB21, member RAS oncogene family"	NM_014999		Hs.524590
15729	DNAJC18	"DnaJ (Hsp40) homolog, subfamily C, member 18"	AK001329	ENSG00000170464	Hs.483537
15730	FLJ11506	Alpha- and gamma-adaptin-binding protein p34	AW245617	ENSG00000103591	Hs.254642
15731		"CDNA FLJ42259 fis, clone TKIDN2011289"	AA002140	NA	Hs.593276
15732	ADC	Arginine decarboxylase	R49039	ENSG00000142920	Hs.101807
15733	FDXACB1	Ferredoxin-fold anticodon binding domain containing 1	AA805700	ENSG00000137702	Hs.697132
15734	C4orf29	Chromosome 4 open reading frame 29	R12689	ENSG00000164074	Hs.445817
15735	MTERF	Mitochondrial transcription termination factor	NM_006980	ENSG00000127989	Hs.532216
15736	ALX1	ALX homeobox 1	NM_006982	ENSG00000180318	Hs.41683
15737	MMP23B	Matrix metallopeptidase 23B	NM_006983	ENSG00000189409	Hs.192316
15738		Clone 23688 mRNA sequence	AI377727		Hs.370287
15739	DEPDC1	DEP domain containing 1	AI810054		Hs.445098
15740	CLDN10	Claudin 10	NM_006984	ENSG00000134873	Hs.534377
15741	COL4A3BP	"Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"	AK000604		Hs.270437
15742	NPIP	Nuclear pore complex interacting protein	NM_006985	ENSG00000183426	Hs.676266
15743	ARHGAP30	Rho GTPase activating protein 30	AI031624		Hs.389374
15744	MAGED1	"Melanoma antigen family D, 1"	NM_006986	ENSG00000179222	Hs.5258
15745	RPH3AL	Rabphilin 3A-like (without C2 domains)	NM_006987	ENSG00000181031	Hs.651925
15746	ADAMTS1	"ADAM metallopeptidase with thrombospondin type 1 motif, 1"	NM_006988	ENSG00000154734	Hs.643357
15747	TIMM13	Translocase of inner mitochondrial membrane 13 homolog (yeast)	AF152352		Hs.75056
15748	RASA4	RAS p21 protein activator 4	NM_006989	ENSG00000105808	Hs.530089
15749	C9orf33	Chromosome 9 open reading frame 33	AF072164	NA	Hs.667154
15750	SNRPE	Small nuclear ribonucleoprotein polypeptide E	AW014723	ENSG00000182004|ENSG00000182004	Hs.334612
15751	C8orf38	Chromosome 8 open reading frame 38	N94384	ENSG00000156170	Hs.435500
15752	DAB1	Disabled homolog 1 (Drosophila)	AA541650		Hs.477370
15753	TRAF3IP3	TRAF3 interacting protein 3	AI214464		Hs.147434
15754		Transcribed locus	AI273403		Hs.444493
15755		Transcribed locus	AI140917		Hs.655270
15756		Transcribed locus	AA906931		Hs.635207
15757	LRRC23	Leucine rich repeat containing 23	NM_006992	ENSG00000010626	Hs.155586
15758	NPM3	"Nucleophosmin/nucleoplasmin, 3"	NM_006993	ENSG00000107833	Hs.90691
15759	BTN3A3	"Butyrophilin, subfamily 3, member A3"	NM_006994	ENSG00000111801	Hs.167741
15760		Transcribed locus	N69506		Hs.687654
15761	FLJ37078	Hypothetical protein FLJ37078	AW136649	ENSG00000177679	Hs.511025
15762	UBE2Q2	Ubiquitin-conjugating enzyme E2Q family member 2	AK000617	ENSG00000140367	Hs.23033
15763	POLS	Polymerase (DNA directed) sigma	NM_006999	ENSG00000112941	Hs.481542
15764		"Homo sapiens, clone IMAGE:5787583, mRNA"	AI650406	NA	Hs.596214
15765	TSEN2	TRNA splicing endonuclease 2 homolog (S. cerevisiae)	AI452464	ENSG00000154743	Hs.335550
15766	ZNF449	Zinc finger protein 449	AK002078	ENSG00000173275	Hs.28780
15767	ACACB	Acetyl-Coenzyme A carboxylase beta	AI057637		Hs.234898
15768	PCTP	Phosphatidylcholine transfer protein	AF151638		Hs.285218
15769		Transcribed locus	AA884148		Hs.663663
15770	LVRN	Laeverin	AI760049	ENSG00000172901	Hs.98288
15771	KIAA2018	KIAA2018	AW269618	ENSG00000176542|ENSG00000176542	Hs.632570
15772	FAM27E3	"Family with sequence similarity 27, member E3"	N52833	ENSG00000204805	Hs.31240
15773	HESRG	Hypothetical LOC790952	AI989419		Hs.652553
15774			AI537510_RC		Data not found
15775	FLJ10489	Hypothetical protein FLJ10489	AK001351	NA	Hs.591862
15776		Transcribed locus	AA868500		Hs.107801
15777	MASTL	Microtubule associated serine/threonine kinase-like	AA745592	ENSG00000120539	Hs.276905
15778	CCDC76	Coiled-coil domain containing 76	AK002081	ENSG00000122435	Hs.440371
15779	C3orf67	Chromosome 3 open reading frame 67	AA521262		Hs.368434
15780	EBF1	Early B-cell factor 1	AF208502	ENSG00000164330|ENSG00000164330|ENSG00000164330	Hs.573143
15781	TNF	"Tumor necrosis factor (TNF superfamily, member 2)"	X01394		Hs.241570
15782		Transcribed locus	AA905821		Hs.145958
15783			T65020		Data not found
15784	LOC144438	Hypothetical LOC144438	AK002085	NA	Hs.92308
15785		"CDNA FLJ10495 fis, clone NT2RP2000297, moderately similar to ZINC FINGER PROTEIN 184"	AK001357	NA	Hs.675463
15786		"CDNA FLJ11226 fis, clone PLACE1008280"	AK002088	NA	Hs.661131
15787	NALCN	"Sodium leak channel, non-selective"	AK002089	ENSG00000102452	Hs.525146
15788	AIPL1	Aryl hydrocarbon receptor interacting protein-like 1	AA708023		Hs.279887
15789	QSER1	Glutamine and serine rich 1	AA642350		Hs.369368
15790	CD300A	CD300a molecule	AJ224864	ENSG00000167851	Hs.9688
15791		Transcribed locus	AI184536		Hs.435087
15792	PAQR9	Progestin and adipoQ receptor family member IX	AA706784	ENSG00000188582	Hs.656111
15793	DCBLD2	"Discoidin, CUB and LCCL domain containing 2"	AK001362		Hs.203691
15794		Transcribed locus	AI218524		Hs.667632
15795	SLC25A32	"Solute carrier family 25, member 32"	AI821794		Hs.607819
15796	C9orf80	Chromosome 9 open reading frame 80	AK000637	ENSG00000148153	Hs.658575
15797		"CDNA FLJ10505 fis, clone NT2RP2000503"	AK001367		Hs.598910
15798	TMEM175	Transmembrane protein 175	AW007599	ENSG00000127419	Hs.478936
15799	ZBTB10	Zinc finger and BTB domain containing 10	AA721086	ENSG00000205189|ENSG00000205189	Hs.591868
15800	TFCP2L1	Transcription factor CP2-like 1	AW206346		Hs.156471
15801		Transcribed locus	R56222		Hs.657254
15802		Transcribed locus	AI188120		Hs.144314
15803	GMCL1	Germ cell-less homolog 1 (Drosophila)	AA831712	ENSG00000087338	Hs.293971
15804	SLC39A5	"Solute carrier family 39 (metal ion transporter), member 5"	AI660247	ENSG00000139540	Hs.591018
15805	ALG8	"Asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)"	AJ224875	ENSG00000159063	Hs.503368
15806	TRIM45	Tripartite motif-containing 45	AI793200	ENSG00000134253	Hs.301526
15807		Transcribed locus	AA825971		Hs.665730
15808	NFATC2	"Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"	U43342		Hs.713650
15809		Transcribed locus	AI199398		Hs.595538
15810		Transcribed locus	AI656964		Hs.659820
15811		Transcribed locus	H05961		Hs.536009
15812	ASB9	Ankyrin repeat and SOCS box-containing 9	AK000643	ENSG00000102048	Hs.19404
15813	AGBL2	ATP/GTP binding protein-like 2	AA788877	ENSG00000165923	Hs.147377
15814		"CDNA FLJ42548 fis, clone BRACE3004996"	AI693860		Hs.586567
15815		Transcribed locus	AI088640		Hs.24286
15816	ZFP3	Zinc finger protein 3 homolog (mouse)	AA845646	ENSG00000180787	Hs.48832
15817		Transcribed locus	AW298595		Hs.443475
15818	KCNK9	"Potassium channel, subfamily K, member 9"	R38554	ENSG00000169427|ENSG00000169427	Hs.493037
15819		Transcribed locus	AA810265		Hs.561747
15820	ASPM	"Asp (abnormal spindle) homolog, microcephaly associated (Drosophila)"	AK001380	ENSG00000066279|ENSG00000066279|ENSG00000066279	Hs.121028
15821	C20orf57	Chromosome 20 open reading frame 57	AK000652	NA	Hs.434108
15822	PSMC2	"Proteasome (prosome, macropain) 26S subunit, ATPase, 2"	AI452659		Hs.437366
15823	MGC27345	Hypothetical protein MGC27345	AK001384	NA	Hs.552129
15824	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	AI765853	ENSG00000163624|ENSG00000163624|ENSG00000163624	Hs.654899
15825		"Transcribed locus, moderately similar to NP_058848.1 ribosomal protein S17 [Rattus norvegicus]"	AI139763	NA	Hs.143252
15826		CDNA clone IMAGE:4798675	AI632214		Hs.656958
15827	SLC20A2	"Solute carrier family 20 (phosphate transporter), member 2"	AI919236		Hs.653173
15828	ZNF18	Zinc finger protein 18	AW005028	ENSG00000154957	Hs.370473
15829	NCAPD3	"Non-SMC condensin II complex, subunit D3"	D29954	ENSG00000151503	Hs.438550
15830	CLEC3B	"C-type lectin domain family 3, member B"	D29958	ENSG00000163815|ENSG00000163815	Hs.476092
15831		Transcribed locus	AI916626		Hs.664153
15832		Transcribed locus	W95050		Hs.551173
15833	LOC100129550	Hypothetical LOC100129550	AA928060	NA	Hs.61558
15834	CDK6	Cyclin-dependent kinase 6	AK000660	ENSG00000105810|ENSG00000105810|ENSG00000105810	Hs.119882
15835	MST1	Macrophage stimulating 1 (hepatocyte growth factor-like)	U28055	ENSG00000173531|ENSG00000173531|ENSG00000173531	Hs.349110
15836			N36833		Data not found
15837	EFCAB2	EF-hand calcium binding domain 2	AK001393	ENSG00000203666|ENSG00000203666	Hs.134857
15838	STOX2	Storkhead box 2	AK001394	ENSG00000173320|ENSG00000173320	Hs.21958
15839	FLJ25076	Probable ubiquitin-conjugating enzyme E2 FLJ25076	H17038	ENSG00000215218	Hs.126856
15840		"CDNA FLJ10536 fis, clone NT2RP2001094"	AK001398	NA	Hs.675464
15841	ERCC4	"Excision repair cross-complementing rodent repair deficiency, complementation group 4"	AI694544		Hs.567265
15842	STXBP5	Syntaxin binding protein 5 (tomosyn)	AI825998	ENSG00000164506|ENSG00000164506	Hs.93534
15843		"CDNA FLJ33420 fis, clone BRACE2020028"	AA206016	NA	Hs.592816
15844		Transcribed locus	AA854026		Hs.124584
15845		Transcribed locus	AA683362		Hs.599407
15846			AK000671		Data not found
15847	WDR67	WD repeat domain 67	U43374	ENSG00000156787	Hs.492716
15848		"CDNA FLJ11704 fis, clone HEMBA1005079"	AI305191	NA	Hs.659802
15849	CMIP	C-Maf-inducing protein	AI610425	ENSG00000153815	Hs.709248
15850	DPH3	"DPH3, KTI11 homolog (S. cerevisiae)"	AI341468	ENSG00000154813	Hs.388087
15851	FAM173B	"Family with sequence similarity 173, member B"	AK000674	ENSG00000150756	Hs.481569
15852	GOLGA3	"Golgi autoantigen, golgin subfamily a, 3"	AI887814	ENSG00000090615|ENSG00000090615	Hs.507333
15853	EHF	Ets homologous factor	AI284099		Hs.653859
15854	TTC8	Tetratricopeptide repeat domain 8	AW293939	ENSG00000165533	Hs.303055
15855			AK000677		Data not found
15856	NRM	Nurim (nuclear envelope membrane protein)	AF143676	ENSG00000206484|ENSG00000137404|ENSG00000206391	Hs.519993
15857	C16orf58	Chromosome 16 open reading frame 58	AK000679	ENSG00000140688	Hs.9003
15858		"Transcribed locus, strongly similar to XP_001718456.1 PREDICTED: hypothetical protein [Homo sapiens]"	AI125777	NA	Hs.568881
15859	CATSPER2	"Cation channel, sperm associated 2"	AI492117	ENSG00000166762|ENSG00000166762	Hs.662284
15860			H62383		Data not found
15861	CCDC50	Coiled-coil domain containing 50	AI924866	ENSG00000152492|ENSG00000152492|ENSG00000152492	Hs.478682
15862	ZBTB38	Zinc finger and BTB domain containing 38	AA744775	ENSG00000177311|ENSG00000177311|ENSG00000177311	Hs.715534
15863		Transcribed locus	N29801		Hs.256398
15864	ZNF800	Zinc finger protein 800	AI797505	ENSG00000048405	Hs.159006
15865		Transcribed locus	AA724430		Hs.352355
15866	EDIL3	EGF-like repeats and discoidin I-like domains 3	AA053711		Hs.482730
15867	TMEM135	Transmembrane protein 135	AK000684	ENSG00000166575	Hs.188591
15868		Transcribed locus	AA426064		Hs.373631
15869		Transcribed locus	AI638063		Hs.662155
15870	CCNL2	Cyclin L2	AK000685		Hs.632515
15871		"Transcribed locus, strongly similar to XP_857309.1 PREDICTED: similar to poly(rC) binding protein 2 isoform 3 [Canis familiaris]"	AW135986	NA	Hs.655795
15872	ARRDC2	Arrestin domain containing 2	AK000689	ENSG00000105643	Hs.515249
15873	SPCS3	Signal peptidase complex subunit 3 homolog (S. cerevisiae)	AI198879	ENSG00000129128	Hs.42194
15874			R00048		Data not found
15875	CXorf51	Chromosome X open reading frame 51	AW206247	NA	Hs.98197
15876	BHLHE22	"Basic helix-loop-helix family, member e22"	AW206610	ENSG00000180828	Hs.591870
15877	PPP2R1B	"Protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform"	M65254	ENSG00000137713	Hs.584790
15878	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	AI247629		Hs.508738
15879	XPNPEP3	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative"	N21682		Hs.529163
15880	SLC22A23	"Solute carrier family 22, member 23"	AK000691	ENSG00000137266|ENSG00000137266	Hs.713588
15881	TDRD6	Tudor domain containing 6	AF039442	ENSG00000180113	Hs.656983
15882		Transcribed locus	AI745230		Hs.438801
15883	SFXN1	Sideroflexin 1	AA568689	ENSG00000164466|ENSG00000164466	Hs.369440
15884	PLAA	Phospholipase A2-activating protein	AI857922	ENSG00000137055	Hs.27182
15885	WWC2	WW and C2 domain containing 2	AW195363	ENSG00000151718|ENSG00000151718	Hs.333179
15886	FAM19A2	"Family with sequence similarity 19 (chemokine (C-C motif)-like), member A2"	AI142028	ENSG00000198673	Hs.269745
15887	C21orf99	Chromosome 21 open reading frame 99	AA868017	NA	Hs.558645
15888		Transcribed locus	R43301		Hs.22930
15889	GALNT5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)	AA534406		Hs.269027
15890		Transcribed locus	R61291		Hs.656891
15891		CDNA clone IMAGE:4830306	AA995120		Hs.662570
15892			BE672528_RC		Data not found
15893		Transcribed locus	W48668		Hs.660108
15894	C19orf46	Chromosome 19 open reading frame 46	AI052236	ENSG00000181392	Hs.436743
15895		Transcribed locus	AA431792		Hs.659265
15896			AL137502		Data not found
15897		Transcribed locus	AW241482		Hs.687351
15898	RABEP2	"Rabaptin, RAB GTPase binding effector protein 2"	AW290901	ENSG00000177548	Hs.555978
15899	BCAN	Brevican	AL137504	ENSG00000132692|ENSG00000132692	Hs.516904
15900	POLR2F	Polymerase (RNA) II (DNA directed) polypeptide F	AW157725	ENSG00000100142	Hs.436578
15901	ELOVL7	"ELOVL family member 7, elongation of long chain fatty acids (yeast)"	AL137506	ENSG00000164181	Hs.274256
15902	C1orf95	Chromosome 1 open reading frame 95	AL137507	ENSG00000203685|ENSG00000203685	Hs.116827
15903	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	AL137508	ENSG00000104728|ENSG00000104728	Hs.98594
15904	OTUD5	OTU domain containing 5	AL137509	ENSG00000068308	Hs.496098
15905	LOC100133985	Hypothetical protein LOC100133985	AI797157	NA	Hs.135528
15906	MORN4	MORN repeat containing 4	W56798	ENSG00000171160|ENSG00000171160	Hs.217409
15907		Transcribed locus	AI653368		Hs.658979
15908	UBE2Z	Ubiquitin-conjugating enzyme E2Z	AI027524	ENSG00000159202	Hs.514297
15909	MACROD2	MACRO domain containing 2	AI239587	ENSG00000172264	Hs.661576
15910			AA737415		Data not found
15911		CDNA clone IMAGE:4811412	AI077408	NA	Hs.594619
15912	ERCC4	"Excision repair cross-complementing rodent repair deficiency, complementation group 4"	AI018046		Hs.567265
